0,1
GAMEE (GMEE),0xcf32822ff397Ef82425153a9dcb726E5fF61DCA7
Cerby Token (CERBY),0xdef1fac7Bf08f173D286BbBDcBeeADe695129840
Internxt (INXT),0xE64106154816A252da7728E35A0060F15d66cb34
Deri (DERI),0x3D1D2aFd191b165D140e3E8329E634665fFB0E5e
DOVU (DOV),0x0E0ffc562d72316b783E887bbAAe1FD794ADb530
Wrapped Ixs Token (WIXS),0x1BA17C639BdaeCd8DC4AAc37df062d17ee43a1b8
Shopping.io (SPI),0x068180071617528606371c31892EcBF2B70ac1d2
PoolTogether (POOL),0x25788a1a171ec66Da6502f9975a15B609fF54CF6
DAFI Token (PoS) (DAFI),0x638Df98Ad8069a15569dA5a6b01181804c47e34c
dHedge DAO Token (DHT),0x8C92e38eCA8210f4fcBf17F0951b198Dd7668292
Quadrant Protocol (eQUAD),0xDAB625853c2B35D0a9C6bD8e5a097a664ef4CcFb
Graviton (GTON),0xF480f38C366dAaC4305dC484b2Ad7a496FF00CeA
UNCL (PoS) (UNCL),0x97C415D4c8ea982aaabCBb65506D37FA6631C351
Jarvis Reward Token (JRT),0x596eBE76e2DB4470966ea395B0d063aC6197A8C5
0xBitcoin Token (0xBTC),0x71B821aa52a49F32EEd535fCA6Eb5aa130085978
Orion Money Token (Wormhole) (ORION),0x5E0294Af1732498C77F8dB015a2d52a76298542B
Fancy Games (FNC),0x7f280daC515121DcdA3EaC69eB4C13a52392CACE
AurusDeFi (AWX),0x56A0eFEFC9F1FBb54FBd25629Ac2aA764F1b56F7
Pinknode Token (PNODE),0x4E92f6f10496F3fCB790Cc6969Cc15B87c8F9199
CASToken (CAS),0xEC4fe610B4107C95b56dECC885089c06f85a63cb
PolyDoge (PolyDoge),0x8A953CfE442c5E8855cc6c61b1293FA648BAE472
OddzToken (ODDZ),0x4e830F67Ec499E69930867f9017AEb5B3f629c73
Launchpool token (LPOOL),0x9e7Deba360c77949bb75d16DC81b2393C15005Eb
Armor (ARMOR),0x5de4005155933c0e1612Ce808f12B4cd8DAabc82
DFYN Token (PoS) (DFYN),0xC168E40227E4ebD8C1caE80F7a55a4F0e6D66C97
RipioCreditNetwork (RCN),0x89C296Be2F904F3e99a6125815b4B78F5388d2dd
Apreum (APU),0xC155504787e9430180F33F35eDd7C5eC06Cd5761
Digital Fitness (DEFIT),0x428360b02C1269bc1c79fbC399ad31d58C1E8fdA
Grumpy Cat (GRUMPY),0x733726968Ae55dC58c26dBDc193FEa256a704ba4
Gravity Finance (GFI),0x874e178A2f3f3F9d34db862453Cd756E7eAb0381
Wall Street Games (WSG),0x3C1BB39bb696B443a1D80BB2b3a3d950Ba9DEE87
Tidal Token (TIDAL),0xB41EC2c036f8a42DA384DDE6ADA79884F8b84b26
NapoleonX (NPX),0x106035DEDcA635d75d6Ff05F98F25916829eDB77
UnFederalReserveToken (eRSDL),0x5095cC6511B70e287bc525Aa57AfbC60EB73ac47
Mover (MOVE),0x521CddC0CBa84F14c69C1E99249F781AA73Ee0BC
PieDAO DOUGH v2 (DOUGH),0x990F860968714c2D16e91Ec0cd9709A94264Cf64
PieDAO DOUGH v2 (DOUGH),0x990F860968714c2D16e91Ec0cd9709A94264Cf64
Furucombo (COMBO),0x6DdB31002abC64e1479Fc439692F7eA061e78165
YIN Finance (YIN),0x794Baab6b878467F93EF17e2f2851ce04E3E34C8
Decentr (DEC),0x314338767151e6Ed23DB8A41c6F6943c1958Ee56
Impermax (IMX),0x60bB3D364B765C497C8cE50AE0Ae3f0882c5bD05
xToken (XTK),0x22308317A4aA9e8196065E0b3647e582d44c4d7b
ETH 2x Flexible Leverage Index (ETH2x-FLI-P),0x3Ad707dA309f3845cd602059901E39C4dcd66473
Hakka Finance (HAKKA),0x978338A9d2d0aa2fF388d3dc98b9bF25bfF5efB4
Herocoin (PoS) (PLAY),0x672255E73E9FcB8d8971b6e2622057bAa84B5Afe
ClinTex (CTI),0x8Ba941b64901E306667a287A370F145d98811096
EthermonToken (EMON),0xd6A5aB46ead26f49b03bBB1F9EB1Ad5c1767974a
https://unimex.network/ (UMX),0x5dF1a47e05b4caBa0ED3Df13662642f05314764D
Scalara NFT Index (PoS) (NFTI),0xc75ea0c71023C14952F3C7B9101ECbbAa14aA27A
Standard (STND),0x08BE454de533509e8832B257116C5506E55b0b64
PontoonToken (TOON),0xaeE433ADeBe0FBB88dAa47eF0C1A513CaA52EF02
UCASH (PoS) (UCASH),0xA94880d3A4b39746E90Cdb57f8De3732c984DE14
renDOGE (renDOGE),0xcE829A89d4A55a63418bcC43F00145adef0eDB8E
Coreto (PoS) (COR),0x4fdCE518fE527439Fe76883e6b51A1c522B61b7C
YOP (YOP),0x103308793661879166464cD0d0370Ac3b8A2A1cB
AnRKey X (PoS) ($ANRX),0x554f074d9cCda8F483d1812d4874cBebD682644E
Polinate (PoS) (POLI),0x6fb54Ffe60386aC33b722be13d2549dd87BF63AF
Sapien Network (SPN),0xeAb9Cfb094db203e6035c2e7268A86DEbeD5BD14
Paint (PAINT),0x7c28F627eA3aEc8B882b51eb1935f66e5b875714
WePower (WPR),0xCBAb27B2D5b468Eea509Bd430100922341BC3f1A
GhostMarket Token (GM),0x6a335AC6A3cdf444967Fe03E7b6B273c86043990
DeFiner (FIN),0x576c990A8a3E7217122e9973b2230A3be9678E94
TryHards (TRY),0xEFeE2de82343BE622Dcb4E545f75a3b9f50c272D
HASHGARD (GARD),0xf89250E83fA2F33058385C98c7c44e723B040359
WaultSwap Polygon (WEXpoly),0x4c4BF319237D98a30A929A96112EfFa8DA3510EB
LunaChow (LUCHOW),0xc4BB7277A74678f053259CB1F96140347efbfd46
Aluna (ALN),0xa8fcEe762642f156b5D757b6FabC36E06b6d4A1A
BAC (BAC),0xcdE5E3D90631cacB842fA86f62dD0fc08A3ce43d
Stacker Ventures Token (PoS) (STACK),0xccBe9B810d6574701d324fD6DbE0A1b68f9d5bf7
Endor Protocol Token (EDR),0x1Ac417f1dD23504aAC2076D854581f03196403Fd
Ethereum Blue (BLUE),0xe7f960685aba7327ADA3b161Ea252703C87be0bF
Tapmydata (TAP),0x10635bF5c17F5E4c0Ed9012aEf7C12f96a57a4Dd
INVERSE (XIV),0xde799636aF0d8D65a17AAa83b66cBBE9B185EB01
Lympo Market Token (LMT),0x873801Ae2ff12d816Db9a7B082F5796BEC64C82C
DAOventuresDeFi (DVD),0xaa5eD3C460C38eB71fba089B853d0a91C0e71DD5
Ethereum Meta (ETHM),0x55b1a124c04A54eeFDEFE5FA2Ef5f852FB5f2f26
UNIFUND (iFUND),0x4ba47B10EA8f544F8969BA61dF3E5bE67692a122
Inverse BTC Flexible Leverage Index (iBTC-FLI-P),0x130cE4E4F76c2265f94a961D70618562de0bb8d2
Bounty0x (BNTY),0x0f40D69Ff494a9e74b1F20A89EfF299B2A05918F
CafeSwap Token (pBREW),0xb5106A3277718eCaD2F20aB6b86Ce0Fee7A21F09
Chi Gastoken by 1inch (CHI),0x0000000000004946c0e9F43F4Dee607b0eF1fA1c
moonwolf.io (WOLF),0x8f18dC399594b451EdA8c5da02d0563c0b2d0f16
Cryption Network Token (CNT),0xD1e6354fb05bF72A8909266203dAb80947dcEccF
Pepedex (PPDEX),0x127984b5E6d5c59f81DACc9F1C8b3Bdc8494572e
Wrapped Filecoin (PoS) (WFIL),0xEde1B77C0Ccc45BFa949636757cd2cA7eF30137F
Kripton (LPK),0x9B71b5511998e0798625b8Fa74e86D8192DE78C1
MMToken (PoS) (MM),0x2E220744f9aC1BF3045B0588D339F5fD3bB8623A
WolfSafePoorPeople (WSPP),0x46D502Fac9aEA7c5bC7B13C8Ec9D02378C33D36F
Inverse MATIC Flexible Leverage Index (iMATIC-FLI-P),0x340f412860dA7b7823df372a2b59Ff78b7ae6abc
BTC 2x Flexible Leverage Index (BTC2x-FLI-P),0xd6cA869a4EC9eD2C7E618062Cdc45306d8dBBc14
Polyroll Token (ROLL),0xC68e83a305b0FaD69E264A1769a0A070F190D2d6
Aave Matic Market WBTC (amWBTC),0x5c2ed810328349100A66B82b78a1791B101C9D61
Aave Matic Market WETH (amWETH),0x28424507fefb6f7f8E9D3860F56504E4e5f5f390
Dragon QUICK (dQUICK),0xf28164A485B0B2C90639E47b0f377b4a438a16B1
Aave Matic Market AAVE (amAAVE),0x1d2a0E5EC8E5bBDCA5CB219e649B565d8e5c3360
Metaverse Index (PoS) (MVI),0xfe712251173A2cd5F5bE2B46Bb528328EA3565E1
KITTY (KITTY),0x182dB1252C39073eeC9d743F13b5eeb80FDE314e
Decentralized Universal Basic Income (DUBI),0x950e1561B7A7dEB1A32A6419FD435410daf851B0
renFIL (renFIL),0xc4Ace9278e7E01755B670C0838c3106367639962
Moss Carbon Credit (MCO2),0x3aF556B48469D2398AB7BE1563a0cfd80ea4aC84
CAT (CAT),0xB932D203f83B8417Be0F61D9dAFad09cc24a4715
Tower Stablecoin (TOWER),0x8201532917e55bA29674Ef4E88FFe0b775f1BaE8
Matic Aave interest bearing USDC (maUSDC),0x9719d867A500Ef117cC201206B8ab51e794d3F82
Jarvis Synthetic Swiss Franc (jCHF),0xbD1463F02f61676d53fd183C2B19282BFF93D099
PUSD (PUSD),0x9aF3b7DC29D3C4B1A5731408B6A9656fA7aC3b72
Aave Matic Market DAI (amDAI),0x27F8D03b3a2196956ED754baDc28D73be8830A6e
Aave Matic Market USDC (amUSDC),0x1a13F4Ca1d028320A707D99520AbFefca3998b7F
Aave Matic Market USDT (amUSDT),0x60D55F02A771d515e077c9C2403a1ef324885CeC
oneBTC (oneBTC),0x1f194578e7510A350fb517a9ce63C40Fa1899427
SafeDollar.Fi Dollar 2.0 (SDO),0x66C59Dded4EF01a3412a8B019B6e41D4a8C49A35
PolyGaj Token (GAJ),0xF4B0903774532AEe5ee567C02aaB681a81539e92
AurusSILVER (AWS),0xA96D47c621a8316d4F9539E3B38180C7067e84CA
Qawalla Token (PoS) (QWLA),0x4FAfad147c8Cd0e52f83830484d164e960BdC6C3
Voyager (VGX),0x054c42b6414747F5263b4A86f21B1aFAD00326Bf
dForce USD (USX),0xCf66EB3D546F0415b368d98A95EAF56DeD7aA752
Aave Matic Market WMATIC (amWMATIC),0x8dF3aad3a84da6b69A4DA8aeC3eA40d9091B2Ac4
Wrapped Matic (WMATIC),0x0d500B1d8E8eF31E21C99d1Db9A6444d3ADf1270
Bone Token (BONE),0x6bb45cEAC714c52342Ef73ec663479da35934bf7
Pup Token (PUP),0xcFe2cF35D2bDDE84967e67d00aD74237e234CE59
Nexum Coin (Wormhole) (NEXM),0xC88640B734fEA3b35c132Fe757AeB5ca6C8cDC66
Adamant (ADDY),0xc3FdbadC7c795EF1D6Ba111e06fF8F16A20Ea539
Giddy Token (GDDY),0x67eB41A14C0fe5CD701FC9d5A3D6597A72F641a6
Fish (FISH),0x3a3Df212b7AA91Aa0402B9035b098891d276572B
PolyYeld Token (YELD),0xd0f3121A190d85dE0AB6131f2bCEcdbfcfB38891
HEX (HEX),0x23D29D30e35C5e8D321e1dc9A8a61BFD846D4C5C
KastaToken (KASTA),0x235737dBb56e8517391473f7c964DB31fA6ef280
Fundamenta (FMTA),0xAa9D866666C2A3748d6B23Ff69E63E52f08d9AB4
Matic ABBC (MABBC),0xe83cE6bfb580583bd6A62B4Be7b34fC25F02910D
Nakamoto.Games (NAKA),0x311434160D7537be358930def317AfB606C0D737
BambooDeFi (BAMBOO),0xc82B9659A6d18A1a93f537731D2cA330181670Ae
MAMA DAO (MAMA),0xA9a779aeA33b6f40CfC78A29Cf56Fc7e6fb329AB
SafeDollar.Fi Share 2.0 (SDS),0xAB72EE159Ff70b64beEcBbB0FbBE58b372391C54
Flux Protocol (FLUX),0xd10852DF03Ea8b8Af0CC0B09cAc3f7dbB15e0433
Synapse Network (SNP),0x6911F552842236bd9E8ea8DDBB3fb414e2C5FA9d
Cherry Token (CHER),0x8f36Cc333F55B09Bb71091409A3d7ADE399e3b1C
A4 (A4),0x9767203e89dcD34851240B3919d4900d3E5069f1
WalletNow (WNOW),0x5d5530eb3147152FE78d5C4bFEeDe054c8d1442A
CBK (PoS) (CBK),0x53f8036e43b2EF39cFCD0C5f26C1257a85D5A3B2
Augury Finance (OMEN),0x76e63a3E7Ba1e2E61D3DA86a87479f983dE89a7E
OwlDAO token (OWL),0x9085B4d52c3e0B8B6F9AF6213E85A433c7D76f19
Entropy (PoS) (ERP),0x28accA4ed2F6186c3D93e20e29e6e6a9Af656341
